video_id,duration
00000722.mp4,4.83
00000723.mp4,10.6
00000724.mp4,5.5
00000725.mp4,4.0
00000726.mp4,7.0
00000727.mp4,8.23
00000728.mp4,5.37
00000729.mp4,4.53
00000730.mp4,13.0
00000731.mp4,18.87
00000732.mp4,5.37
00000733.mp4,14.0
00000734.mp4,3.43
00000735.mp4,2.97
00000736.mp4,4.2
00000737.mp4,3.63
00000738.mp4,6.2
00000739.mp4,10.63
00000740.mp4,4.79
00000741.mp4,5.9
00000742.mp4,5.33
00000743.mp4,8.17
00000744.mp4,3.79
00000745.mp4,5.27
00000746.mp4,7.0
00000747.mp4,6.0
00000748.mp4,16.83
00000749.mp4,5.17
00000750.mp4,8.27
00000751.mp4,6.7
00000752.mp4,1.96
00000753.mp4,5.0
00000754.mp4,12.83
00000755.mp4,25.33
00000756.mp4,9.93
00000757.mp4,7.46
00000758.mp4,7.93
00000759.mp4,6.84
00000760.mp4,5.67
00000761.mp4,1.33
00000762.mp4,4.08
00000763.mp4,3.0
00000764.mp4,1.88
00000765.mp4,7.63
00000766.mp4,23.33
00000767.mp4,9.28
00000768.mp4,7.33
00000769.mp4,4.67
00000770.mp4,7.2
00000771.mp4,3.47
00000772.mp4,4.5
00000773.mp4,13.47
00000774.mp4,7.4
00000775.mp4,3.04
00000776.mp4,2.67
00000777.mp4,13.53
00000778.mp4,19.83
00000779.mp4,7.0
00000780.mp4,27.8
00000781.mp4,30.5
00000782.mp4,17.6
00000783.mp4,4.04
00000784.mp4,4.93
00000785.mp4,5.33
00000786.mp4,18.21
00000787.mp4,2.87
00000788.mp4,1.88
00000789.mp4,5.54
00000790.mp4,5.0
00000791.mp4,3.0
00000792.mp4,5.57
00000793.mp4,5.93
00000794.mp4,6.6
00000795.mp4,2.12
00000796.mp4,3.25
00000797.mp4,6.21
00000798.mp4,7.5
00000799.mp4,6.33
00000800.mp4,12.71
00000801.mp4,6.42
00000802.mp4,8.47
00000803.mp4,3.0
00000804.mp4,8.54
00000805.mp4,9.17
00000806.mp4,8.5
00000807.mp4,6.08
00000808.mp4,3.96
00000809.mp4,2.83
00000810.mp4,4.0
00000811.mp4,5.83
00000812.mp4,4.32
00000813.mp4,5.0
00000814.mp4,3.0
00000815.mp4,7.46
00100470.mp4,8.0
00100471.mp4,6.21
00100480.mp4,10.42
00100481.mp4,16.0
00100488.mp4,5.0
00100489.mp4,21.0
00100490.mp4,6.5
00100491.mp4,22.38
00100498.mp4,0.79
00100499.mp4,8.2
00100500.mp4,2.2
00100501.mp4,4.13
00100508.mp4,4.72
00100509.mp4,3.25
00100510.mp4,1.58
00100511.mp4,5.42
00100518.mp4,7.2
00100519.mp4,3.46
00100520.mp4,13.79
00100521.mp4,12.17
00100528.mp4,14.4
00100529.mp4,4.83
00100530.mp4,5.5
00100531.mp4,5.92
00100538.mp4,4.0
00100539.mp4,7.53
00100540.mp4,5.25
00100541.mp4,9.5
00100548.mp4,5.77
00100549.mp4,3.68
00100550.mp4,5.57
00100551.mp4,9.0
00100558.mp4,6.96
00100559.mp4,5.58
00100560.mp4,6.0
00100561.mp4,2.8
00100568.mp4,5.88
00100569.mp4,10.12
00100570.mp4,5.76
00100571.mp4,8.2
00100578.mp4,6.0
00100579.mp4,6.0
00100580.mp4,6.66
00100581.mp4,4.1
00100588.mp4,3.0
00100589.mp4,1.0
00100590.mp4,5.8
00100591.mp4,15.58
00100598.mp4,5.47
00100599.mp4,6.79
00100600.mp4,7.72
00100601.mp4,5.6
00100608.mp4,5.27
00100609.mp4,11.88
00100610.mp4,8.07
00100611.mp4,17.83
00100618.mp4,7.43
00100619.mp4,29.7
00100620.mp4,4.44
00100621.mp4,9.57
00100628.mp4,2.44
00100629.mp4,1.04
00100630.mp4,7.67
00100631.mp4,1.04
00100638.mp4,8.53
00100639.mp4,21.25
00100640.mp4,5.65
00100641.mp4,59.99
00100648.mp4,5.67
00100649.mp4,8.33
00100650.mp4,11.9
00100651.mp4,3.24
00100658.mp4,3.04
00100659.mp4,7.23
00100660.mp4,7.87
00100661.mp4,24.38
00100668.mp4,4.75
00100669.mp4,11.6
00100670.mp4,11.83
00100671.mp4,3.67
00100678.mp4,5.92
00100679.mp4,13.17
00100680.mp4,5.1
00100681.mp4,6.0
00100688.mp4,14.08
00100689.mp4,1.0
00100690.mp4,6.54
00100691.mp4,3.77
00100698.mp4,3.47
00100699.mp4,4.96
00100700.mp4,8.0
00100701.mp4,1.97
00100708.mp4,12.6
00100709.mp4,4.0
00100710.mp4,6.37
00100711.mp4,3.72
00100718.mp4,7.07
00100719.mp4,4.0
00100720.mp4,7.37
00100721.mp4,5.43
00100728.mp4,26.1
00100729.mp4,2.4
00100730.mp4,9.0
00100731.mp4,6.57
00100738.mp4,6.7
00100739.mp4,4.67
00100740.mp4,1.79
00100741.mp4,4.6
00100748.mp4,8.13
00100749.mp4,6.63
00100750.mp4,7.58
00100751.mp4,4.2
00100758.mp4,5.6
00100759.mp4,2.33
00100760.mp4,3.92
00100761.mp4,3.0
00100768.mp4,4.6
00100769.mp4,59.99
00100770.mp4,1.84
00100771.mp4,8.93
00100778.mp4,10.0
00100779.mp4,3.46
00100780.mp4,5.93
00100788.mp4,13.15
00100789.mp4,1.08
00100790.mp4,10.17
00100791.mp4,8.29
00100798.mp4,7.0
00100799.mp4,6.77
00100800.mp4,5.87
00100801.mp4,18.33
00100808.mp4,12.28
00100809.mp4,27.04
00100818.mp4,6.84
00100819.mp4,4.6
00000816.mp4,6.07
00000817.mp4,6.0
00000818.mp4,39.57
00000819.mp4,0.74
00000820.mp4,6.0
00000821.mp4,4.0
00000822.mp4,0.71
00000823.mp4,6.77
00000824.mp4,9.35
00000825.mp4,8.43
00000826.mp4,8.16
00000827.mp4,3.7
00000828.mp4,5.04
00000829.mp4,3.67
00000830.mp4,6.8
00000831.mp4,5.1
00000832.mp4,13.6
00000833.mp4,5.4
00000834.mp4,3.63
00000835.mp4,4.79
00000836.mp4,4.3
00000837.mp4,52.79
00000838.mp4,5.75
00000839.mp4,11.3
00000840.mp4,0.87
00000841.mp4,8.0
00000842.mp4,5.63
00000843.mp4,19.21
00000844.mp4,8.77
00000845.mp4,5.08
00000846.mp4,14.0
00000847.mp4,3.32
00000848.mp4,9.0
00000849.mp4,6.13
00000850.mp4,5.46
00000851.mp4,7.57
00000852.mp4,10.71
00000853.mp4,4.96
00000854.mp4,2.96
00000855.mp4,10.34
00000856.mp4,7.44
00000857.mp4,4.67
00000858.mp4,10.25
00000859.mp4,5.0
00000860.mp4,6.0
00000861.mp4,6.73
00000862.mp4,17.72
00000863.mp4,4.88
00000864.mp4,22.83
00000865.mp4,6.9
00000866.mp4,19.75
00000867.mp4,3.22
00000868.mp4,38.13
00000869.mp4,7.13
00000870.mp4,6.27
00000871.mp4,6.52
00000872.mp4,6.83
00000873.mp4,15.54
00000874.mp4,3.0
00000875.mp4,11.97
00000876.mp4,3.0
00000877.mp4,4.87
00000878.mp4,3.58
00000879.mp4,35.88
00000880.mp4,3.43
00000881.mp4,8.63
00000882.mp4,10.77
00000883.mp4,5.0
00000884.mp4,15.47
00000885.mp4,5.33
00000886.mp4,15.21
00000887.mp4,4.8
00000888.mp4,4.24
00000889.mp4,8.63
00000890.mp4,3.0
00000891.mp4,0.84
00000892.mp4,6.13
00000893.mp4,10.6
00000894.mp4,21.29
00000895.mp4,6.0
00000896.mp4,5.52
00000897.mp4,8.27
00000898.mp4,11.03
00000899.mp4,8.71
00000900.mp4,16.23
00000901.mp4,5.33
00000902.mp4,4.4
00000903.mp4,34.64
00000904.mp4,16.75
00000905.mp4,4.73
00000906.mp4,5.08
00000907.mp4,3.72
00000908.mp4,11.29
00000909.mp4,5.53
00000910.mp4,5.79
00000911.mp4,4.92
00000912.mp4,7.88
00000913.mp4,4.83
00000914.mp4,10.1
00000915.mp4,8.93
00000916.mp4,5.5
00000917.mp4,2.68
00000918.mp4,5.53
00000919.mp4,18.16
00000920.mp4,3.16
00000921.mp4,9.87
00000922.mp4,9.0
00000923.mp4,4.71
00000924.mp4,2.5
00000925.mp4,16.07
00000926.mp4,5.6
00000927.mp4,4.29
00000928.mp4,7.63
00000929.mp4,17.0
00000930.mp4,0.67
00000931.mp4,4.17
00000932.mp4,10.65
00000933.mp4,59.99
00000934.mp4,5.67
00000935.mp4,5.27
00000936.mp4,10.32
00000937.mp4,2.5
00000938.mp4,6.68
00000939.mp4,11.47
00000940.mp4,16.64
00000941.mp4,10.77
00000942.mp4,3.28
00000943.mp4,14.07
00000944.mp4,7.63
00000945.mp4,4.03
00000946.mp4,11.71
00000947.mp4,8.03
00000948.mp4,4.77
00000949.mp4,2.29
00000950.mp4,8.38
00000951.mp4,11.23
00000952.mp4,3.17
00000953.mp4,4.23
00000954.mp4,3.96
00000955.mp4,9.93
00000956.mp4,23.67
00000957.mp4,1.04
00000958.mp4,15.07
00000959.mp4,4.71
00000960.mp4,7.43
00000961.mp4,5.25
00000962.mp4,7.54
00000963.mp4,19.75
00000964.mp4,5.02
00000965.mp4,5.58
00000966.mp4,5.3
00000967.mp4,2.1
00000968.mp4,2.5
00000969.mp4,1.68
00000970.mp4,4.93
00000971.mp4,9.73
00000972.mp4,1.79
00000973.mp4,5.75
00000974.mp4,11.1
00000975.mp4,5.07
00000976.mp4,7.97
00000977.mp4,3.9
00000978.mp4,10.42
00000979.mp4,1.67
00000980.mp4,10.42
00000981.mp4,7.96
00000982.mp4,6.29
00000983.mp4,6.25
00000984.mp4,7.13
00000985.mp4,3.47
00000986.mp4,4.0
00000987.mp4,17.04
00000988.mp4,7.38
00000989.mp4,3.87
00000990.mp4,2.07
00000991.mp4,26.38
00000992.mp4,4.3
00000993.mp4,4.2
00000994.mp4,4.5
00000995.mp4,12.57
00000996.mp4,5.0
00000997.mp4,18.57
00000998.mp4,5.23
00000999.mp4,4.27
00001000.mp4,5.42
00001001.mp4,4.77
00001002.mp4,4.0
00001003.mp4,5.0
00001004.mp4,2.56
00001005.mp4,5.43
00001006.mp4,7.0
00001007.mp4,7.5
00001008.mp4,6.9
00001009.mp4,3.67
00001010.mp4,2.25
00001011.mp4,3.0
00001012.mp4,7.38
00001013.mp4,8.07
00001014.mp4,2.67
00001015.mp4,11.03
00001016.mp4,5.1
00001017.mp4,2.27
00001018.mp4,5.3
00001019.mp4,4.9
00001020.mp4,5.07
00001021.mp4,6.0
00001022.mp4,6.71
00001023.mp4,4.1
00001024.mp4,5.42
00001025.mp4,8.6
00001026.mp4,6.33
00001027.mp4,9.24
00001028.mp4,6.9
00001029.mp4,14.73
00001030.mp4,4.13
00001031.mp4,3.25
00001032.mp4,4.0
00001033.mp4,3.58
00001034.mp4,4.4
00001035.mp4,5.42
00001036.mp4,4.27
00001037.mp4,5.03
00001038.mp4,6.17
00001039.mp4,3.0
00001040.mp4,29.13
00001041.mp4,3.93
00001042.mp4,5.54
00001043.mp4,5.5
00001044.mp4,7.1
00001045.mp4,5.37
00001046.mp4,4.2
00001047.mp4,7.64
00001048.mp4,3.88
00001049.mp4,3.0
00001050.mp4,17.0
00001051.mp4,5.34
00001052.mp4,8.0
00001053.mp4,5.63
00001054.mp4,9.17
00001055.mp4,20.67
00001056.mp4,5.5
00001057.mp4,3.0
00001058.mp4,7.88
00001059.mp4,13.23
00001060.mp4,24.17
00001061.mp4,14.67
00001062.mp4,6.13
00001063.mp4,6.38
00001064.mp4,4.07
00001065.mp4,4.42
00001066.mp4,7.73
00001067.mp4,4.5
00001068.mp4,14.32
00001069.mp4,6.7
00001070.mp4,12.68
00001071.mp4,12.54
00001072.mp4,4.67
00001073.mp4,4.0
00001074.mp4,5.97
00001075.mp4,2.54
00001076.mp4,8.27
00001077.mp4,2.67
00001078.mp4,5.4
00001079.mp4,20.93
00001080.mp4,6.17
00001081.mp4,5.04
00001082.mp4,7.08
00001083.mp4,8.47
00001084.mp4,10.64
00001085.mp4,4.84
00001086.mp4,6.0
00001087.mp4,3.25
00001088.mp4,11.57
00001089.mp4,17.4
00001090.mp4,4.33
00001091.mp4,22.21
00001092.mp4,4.2
00001093.mp4,9.47
00001094.mp4,6.73
00001095.mp4,3.58
00001096.mp4,3.58
00001097.mp4,6.17
00001098.mp4,4.38
00001099.mp4,4.6
00001100.mp4,29.29
00001101.mp4,8.0
00001102.mp4,4.79
00001103.mp4,10.7
00001104.mp4,7.27
00001105.mp4,7.92
00001106.mp4,7.23
00001107.mp4,4.57
00001108.mp4,21.33
00001109.mp4,18.57
00001110.mp4,7.0
00001111.mp4,8.43
00001112.mp4,6.97
00001113.mp4,7.07
00001114.mp4,4.64
00001115.mp4,16.17
00001116.mp4,28.25
00001117.mp4,13.27
00001118.mp4,5.21
00001119.mp4,31.0
00001120.mp4,24.83
00001121.mp4,9.54
00001122.mp4,11.5
00001123.mp4,3.17
00001124.mp4,19.71
00001125.mp4,7.73
00001126.mp4,8.29
00001127.mp4,5.5
00001128.mp4,4.96
00001129.mp4,4.94
00001130.mp4,59.99
00001131.mp4,3.88
00001132.mp4,11.73
00001133.mp4,46.88
00001134.mp4,7.42
00001135.mp4,4.21
00001136.mp4,5.77
00001137.mp4,11.65
00001138.mp4,14.9
00001139.mp4,6.63
00001140.mp4,5.3
00001141.mp4,4.9
00001142.mp4,5.9
00001143.mp4,9.03
00001144.mp4,13.4
00001145.mp4,5.53
00001146.mp4,12.71
00001147.mp4,5.67
00001148.mp4,11.92
00001149.mp4,1.5
00001150.mp4,4.0
00001151.mp4,7.1
00001152.mp4,20.7
00001153.mp4,5.79
00001154.mp4,14.21
00001155.mp4,7.08
00001156.mp4,2.25
00001157.mp4,4.63
00001158.mp4,6.43
00001159.mp4,29.17
00001160.mp4,9.96
00001161.mp4,3.37
00001162.mp4,28.33
00001163.mp4,17.0
00001164.mp4,8.33
00001165.mp4,1.56
00001166.mp4,8.26
00001167.mp4,37.8
00001168.mp4,0.75
00001169.mp4,8.67
00001170.mp4,5.71
00001171.mp4,2.04
00001172.mp4,15.83
00001173.mp4,21.71
00001174.mp4,5.54
00001175.mp4,6.96
00001176.mp4,5.13
00001177.mp4,5.9
00001178.mp4,3.64
00001179.mp4,8.0
00001180.mp4,4.04
00001181.mp4,6.13
00001182.mp4,3.13
00001183.mp4,5.6
00001184.mp4,10.88
00001185.mp4,1.92
00001186.mp4,11.55
00001187.mp4,8.47
00001188.mp4,4.6
00001189.mp4,5.13
00001190.mp4,24.43
00001191.mp4,5.42
00001192.mp4,6.71
00001193.mp4,8.77
00001194.mp4,3.0
00001195.mp4,2.93
00001196.mp4,3.33
00001197.mp4,2.67
00001198.mp4,23.71
00001199.mp4,59.99
00001200.mp4,6.0
00001201.mp4,46.31
00001202.mp4,5.0
00001203.mp4,8.87
00001204.mp4,6.6
00001205.mp4,3.33
00001206.mp4,3.47
00001207.mp4,4.0
00001208.mp4,3.75
00001209.mp4,6.58
00001210.mp4,4.48
00001211.mp4,5.79
00001212.mp4,5.98
00001213.mp4,5.17
00001214.mp4,3.53
00001215.mp4,2.88
00001216.mp4,9.4
00001217.mp4,5.53
00001218.mp4,6.0
00001219.mp4,6.43
00001220.mp4,3.4
00001221.mp4,8.36
00001222.mp4,7.7
00001223.mp4,15.17
00100810.mp4,5.88
00100811.mp4,1.67
00100820.mp4,31.47
00100821.mp4,24.44
00100828.mp4,18.88
00100829.mp4,5.42
00100830.mp4,9.67
00100831.mp4,8.2
00100838.mp4,5.92
00100839.mp4,21.24
00100840.mp4,3.4
00100841.mp4,5.63
00100848.mp4,0.35
00100849.mp4,3.13
00100850.mp4,4.2
00100851.mp4,4.4
00100858.mp4,4.13
00100859.mp4,11.7
00100860.mp4,4.37
00100861.mp4,6.96
00100868.mp4,2.44
00100869.mp4,21.79
00100870.mp4,18.9
00100871.mp4,1.17
00100878.mp4,11.21
00100879.mp4,40.16
00100880.mp4,11.3
00100881.mp4,6.13
00100888.mp4,5.0
00100889.mp4,4.63
00100890.mp4,5.0
00100891.mp4,11.8
00100898.mp4,8.83
00100899.mp4,9.38
00100900.mp4,4.0
00100901.mp4,12.36
00100908.mp4,3.57
00100909.mp4,6.0
00100910.mp4,3.0
00100911.mp4,5.71
00100918.mp4,12.13
00100919.mp4,7.42
00100920.mp4,5.46
00100921.mp4,2.17
00100928.mp4,1.34
00100929.mp4,36.1
00100930.mp4,5.77
00100931.mp4,5.83
00100938.mp4,7.0
00100939.mp4,2.13
00100940.mp4,6.0
00100941.mp4,3.79
00100948.mp4,6.83
00100949.mp4,2.67
00100950.mp4,9.0
00100951.mp4,11.53
00100958.mp4,8.75
00100959.mp4,2.44
00100960.mp4,4.3
00100961.mp4,5.83
00100968.mp4,7.0
00100969.mp4,9.88
00100970.mp4,6.71
00100971.mp4,28.42
00100978.mp4,5.04
00100979.mp4,5.03
00100980.mp4,6.33
00100981.mp4,3.92
00100988.mp4,10.33
00100989.mp4,4.75
00100990.mp4,14.07
00100991.mp4,1.24
00100998.mp4,12.77
00100999.mp4,11.08
00101000.mp4,3.06
00101001.mp4,8.95
00101008.mp4,3.28
00101009.mp4,3.72
00101010.mp4,3.28
00101011.mp4,8.92
00101018.mp4,0.73
00101019.mp4,2.77
00101020.mp4,15.36
00101021.mp4,7.17
00101028.mp4,6.8
00101029.mp4,11.7
00101030.mp4,14.3
00101031.mp4,11.2
00101038.mp4,8.0
00101039.mp4,2.88
00101040.mp4,5.73
00101041.mp4,4.67
00101048.mp4,0.92
00101049.mp4,13.75
00101050.mp4,8.47
00101051.mp4,7.71
00101058.mp4,1.33
00101059.mp4,32.23
00101060.mp4,8.97
00101061.mp4,10.03
00101068.mp4,6.73
00101069.mp4,5.1
00101070.mp4,55.58
00101071.mp4,8.5
00101078.mp4,17.5
00101079.mp4,6.8
00101080.mp4,9.0
00101081.mp4,5.23
00101088.mp4,7.83
00101089.mp4,8.0
00101090.mp4,6.22
00101091.mp4,6.21
00101098.mp4,2.63
00101099.mp4,17.38
00101100.mp4,5.07
00101101.mp4,8.75
00101108.mp4,23.92
00101109.mp4,7.87
00101110.mp4,2.82
00101111.mp4,11.68
00101118.mp4,4.97
00101119.mp4,2.96
00101120.mp4,3.53
00101121.mp4,9.65
00101128.mp4,7.5
00101129.mp4,6.0
00101130.mp4,7.93
00101131.mp4,2.94
00101138.mp4,5.96
00101139.mp4,16.47
00101140.mp4,5.92
00101141.mp4,4.12
00101148.mp4,7.0
00101149.mp4,3.88
00101150.mp4,5.46
00101151.mp4,9.7
00101158.mp4,4.67
00101159.mp4,44.61
00101160.mp4,42.5
00101161.mp4,5.67
00101168.mp4,2.0
00101169.mp4,6.97
00101170.mp4,7.0
00101171.mp4,6.43
00101178.mp4,5.0
00101179.mp4,12.0
00101180.mp4,45.25
00101181.mp4,5.27
00101188.mp4,5.93
00101189.mp4,3.96
00101190.mp4,5.83
00101191.mp4,5.8
00101198.mp4,11.73
00101199.mp4,3.88
00101200.mp4,14.0
00101201.mp4,3.72
00101208.mp4,14.08
00101209.mp4,6.1
00101210.mp4,10.33
00101211.mp4,5.54
00101218.mp4,6.67
00101219.mp4,12.77
00101228.mp4,3.87
00101229.mp4,4.6
00001224.mp4,8.4
00001225.mp4,29.8
00001226.mp4,6.13
00001227.mp4,10.54
00001228.mp4,2.58
00001229.mp4,16.13
00001230.mp4,4.83
00001231.mp4,10.33
00001232.mp4,1.08
00001233.mp4,5.0
00001234.mp4,6.33
00001235.mp4,4.43
00001236.mp4,5.0
00001237.mp4,6.43
00001238.mp4,4.18
00001239.mp4,5.88
00001240.mp4,8.42
00001241.mp4,12.04
00001242.mp4,3.12
00001243.mp4,6.1
00001244.mp4,5.83
00001245.mp4,13.37
00001246.mp4,3.96
00001247.mp4,5.0
00001248.mp4,6.32
00001249.mp4,5.83
00001250.mp4,7.43
00001251.mp4,14.46
00001252.mp4,1.67
00001253.mp4,5.83
00001254.mp4,3.35
00001255.mp4,6.92
00001256.mp4,6.21
00001257.mp4,6.23
00001258.mp4,5.29
00001259.mp4,5.5
00001260.mp4,20.0
00001261.mp4,7.0
00001262.mp4,22.88
00001263.mp4,9.97
00001264.mp4,3.24
00001265.mp4,5.47
00001266.mp4,4.71
00001267.mp4,8.55
00001268.mp4,1.08
00001269.mp4,55.96
00001270.mp4,15.0
00001271.mp4,4.48
00001272.mp4,3.4
00001273.mp4,7.03
00001274.mp4,7.37
00001275.mp4,4.24
00001276.mp4,29.17
00001277.mp4,44.71
00001278.mp4,18.53
00001279.mp4,8.43
00001280.mp4,8.32
00001281.mp4,5.63
00001282.mp4,6.2
00001283.mp4,6.21
00001284.mp4,7.43
00001285.mp4,0.48
00001286.mp4,4.04
00001287.mp4,5.82
00001288.mp4,8.47
00001289.mp4,10.18
00001290.mp4,6.37
00001291.mp4,4.73
00001292.mp4,5.13
00001293.mp4,41.54
00001294.mp4,5.46
00001295.mp4,7.9
00001296.mp4,10.0
00001297.mp4,1.88
00001298.mp4,1.92
00001299.mp4,14.71
00001300.mp4,12.03
00001301.mp4,5.82
00001302.mp4,3.43
00001303.mp4,6.0
00001304.mp4,6.13
00001305.mp4,5.63
00001306.mp4,5.0
00001307.mp4,12.0
00001308.mp4,14.25
00001309.mp4,3.06
00001310.mp4,12.6
00001311.mp4,5.21
00001312.mp4,3.25
00001313.mp4,5.83
00001314.mp4,6.96
00001315.mp4,5.83
00001316.mp4,11.1
00001317.mp4,5.47
00001318.mp4,28.0
00001319.mp4,18.4
00001320.mp4,5.0
00001321.mp4,2.28
00001322.mp4,6.46
00001323.mp4,10.0
00001324.mp4,14.56
00001325.mp4,2.0
00001326.mp4,4.57
00001327.mp4,4.1
00001328.mp4,3.83
00001329.mp4,2.5
00001330.mp4,6.0
00001331.mp4,6.0
00001332.mp4,6.08
00001333.mp4,3.0
00001334.mp4,6.03
00001335.mp4,6.5
00001336.mp4,5.0
00001337.mp4,5.1
00001338.mp4,5.53
00001339.mp4,10.9
00001340.mp4,11.2
00001341.mp4,6.53
00001342.mp4,20.08
